purpose,installment,dti
debt_consolidation,527.36,10.08
all_other,608.42,12.33
debt_consolidation,197.82,18.11
debt_consolidation,803.5,3
major_purchase,288.17,8.91
all_other,127.09,3.88
credit_card,528.31,7.98
small_business,874.66,4.25
all_other,381.26,10.14
debt_consolidation,227.41,14.97
all_other,105.5,6.63
debt_consolidation,524.68,22.04
credit_card,158.86,14.16
all_other,214.19,18.22
major_purchase,169.85,14.05
debt_consolidation,407.63,0.18
all_other,530.15,9.6
debt_consolidation,104.98,5.04
major_purchase,118.89,16.05
credit_card,197.82,11.9
all_other,84.09,13.86
all_other,139.17,0
debt_consolidation,623.61,10.71
debt_consolidation,317.72,7.62
debt_consolidation,187.32,15.89
debt_consolidation,99.41,14.46
debt_consolidation,242.52,12.66
home_improvement,497.01,11.7
debt_consolidation,269.07,5.3
home_improvement,312.19,7.98
all_other,656.07,9.55
debt_consolidation,430.75,12.87
debt_consolidation,298.21,17.12
debt_consolidation,689.41,14.45
debt_consolidation,338.01,8.3
credit_card,285.34,21.34
all_other,285.95,21.19
all_other,172.38,16.57
all_other,65.61,21.45
all_other,99.41,23.93
credit_card,476.58,2.14
all_other,173.23,24.4
all_other,326.1,13.2
credit_card,412.11,1.63
debt_consolidation,474.94,9.17
educational,217.6,15.13
debt_consolidation,381.26,15.64
debt_consolidation,476.58,12.53
all_other,293.77,11.79
debt_consolidation,142.98,13.86
home_improvement,397.15,4.26
all_other,54.35,21.46
debt_consolidation,212.95,5.28
debt_consolidation,590.47,10.7
debt_consolidation,507.01,1.66
all_other,173.23,11
educational,158.86,7.71
educational,156.1,17.28
educational,100.9,3.89
major_purchase,168.17,8.7
credit_card,120.12,5.33
debt_consolidation,296.37,12.68
debt_consolidation,811.56,11.41
debt_consolidation,560.57,17.38
all_other,571.77,18.03
debt_consolidation,336.34,21.28
all_other,333,24.56
debt_consolidation,522.23,12.33
all_other,225.2,1.08
debt_consolidation,338.01,8.29
debt_consolidation,222.41,14.4
debt_consolidation,497.01,7.78
all_other,158.25,23.76
all_other,459.25,4.76
major_purchase,310.28,15.44
debt_consolidation,311.11,15.44
debt_consolidation,348.16,16.33
credit_card,287.31,7.73
all_other,343.06,0.78
all_other,349.87,14.97
small_business,426.72,4.95
debt_consolidation,269.07,17.16
major_purchase,87.04,0.18
credit_card,368.13,16.78
debt_consolidation,504.5,10.86
debt_consolidation,282.52,21.36
debt_consolidation,433.01,7.62
major_purchase,202.81,10.96
debt_consolidation,624.37,15.65
all_other,165.67,13.02
all_other,284.5,21.99
debt_consolidation,98.42,14.67
debt_consolidation,861.88,22.62
major_purchase,599.4,13.9
all_other,339.69,21.32
debt_consolidation,172.38,18.62
small_business,247.31,2.57
major_purchase,237.08,7.39
debt_consolidation,277.16,11.7
major_purchase,115.83,6.38
all_other,158.06,16.3
debt_consolidation,269.07,16.59
debt_consolidation,203.82,20.19
debt_consolidation,165.67,15.17
debt_consolidation,199.8,19.88
small_business,383.73,11.74
educational,135.21,13.69
all_other,93.18,22.82
all_other,99.39,11.98
credit_card,52.49,0.45
credit_card,69.24,13.39
debt_consolidation,278.33,5.67
home_improvement,348.16,6.59
all_other,189.62,20.38
debt_consolidation,682.74,21.64
major_purchase,106.51,13.41
debt_consolidation,31.78,1.39
educational,31.62,10.69
home_improvement,185.26,18.37
debt_consolidation,599.4,11.93
debt_consolidation,412.11,9.43
all_other,590.35,19.36
all_other,828.35,21.45
debt_consolidation,267.74,8.58
all_other,849.22,9.3
credit_card,253.51,13.31
debt_consolidation,430.75,24.31
debt_consolidation,134.54,22.55
credit_card,148.36,0
all_other,124.73,4.75
all_other,316.11,9.33
major_purchase,31.22,0.43
major_purchase,81.17,20.13
debt_consolidation,686.06,17.38
all_other,186.36,2.9
all_other,312.19,0.8
debt_consolidation,169.01,3.26
debt_consolidation,405.61,3.7
credit_card,328.04,10.79
home_improvement,101.41,22.74
home_improvement,203.82,9.51
all_other,165.67,24.39
credit_card,82.01,19.88
all_other,405.61,1.83
home_improvement,172.39,9.14
credit_card,548.9,12.71
all_other,274.45,16.22
major_purchase,216.33,15.15
major_purchase,130.52,24.13
all_other,492.06,0
debt_consolidation,478.05,6.88
major_purchase,156.1,6.24
debt_consolidation,85.35,16.54
all_other,34.31,8.34
debt_consolidation,168.17,22.43
debt_consolidation,317.72,6.34
credit_card,832.5,17.62
debt_consolidation,238.96,14.14
debt_consolidation,31.62,1.9
credit_card,407.63,11.48
debt_consolidation,509.53,9.43
small_business,540.32,7.15
all_other,66.73,5.8
all_other,384.23,12.55
all_other,164.85,11
debt_consolidation,666,7.61
debt_consolidation,384.23,5.83
debt_consolidation,562.24,8.21
debt_consolidation,475.56,15.43
home_improvement,31.62,3.59
all_other,31.62,13.62
all_other,514.59,1.09
major_purchase,112.39,1.41
all_other,102.42,14.71
all_other,381.26,1
small_business,562.52,19.06
debt_consolidation,832.5,9.99
all_other,234.32,6.44
debt_consolidation,270.41,18.55
all_other,269.07,15.86
credit_card,77.78,23.45
all_other,86.19,17.25
home_improvement,878.94,5.12
debt_consolidation,103.43,23.2
debt_consolidation,82.34,19.13
home_improvement,331.34,0.67
small_business,184.49,2.5
debt_consolidation,281.64,15.36
all_other,399.6,3.64
debt_consolidation,332.6,5.56
all_other,155.3,2.15
credit_card,393.51,24.7
home_improvement,102.42,17.82
debt_consolidation,171.71,8.42
major_purchase,249.75,0.74
small_business,554.32,7.02
small_business,299.43,8.12
debt_consolidation,504.5,15.39
all_other,499.89,2.63
debt_consolidation,692.9,21.04
debt_consolidation,170.69,21.98
debt_consolidation,466.2,6.36
all_other,200.8,2.91
educational,187.32,6.75
debt_consolidation,339.69,21.3
all_other,31.06,3.84
debt_consolidation,171.57,10.48
all_other,32.97,24.46
small_business,430.94,0.84
credit_card,381.26,10.77
home_improvement,347.91,4.57
small_business,541.4,13.16
home_improvement,381.26,15.1
debt_consolidation,599.4,9.28
debt_consolidation,172.38,2.42
debt_consolidation,203.39,8.9
debt_consolidation,866.13,24.19
debt_consolidation,164.02,13.35
debt_consolidation,464.76,24.03
major_purchase,50.45,17.32
all_other,34.99,14.1
debt_consolidation,512.06,6.65
debt_consolidation,451.09,17.8
all_other,49.46,7.07
all_other,247.31,3.73
debt_consolidation,267.74,8.43
credit_card,646.12,16.44
debt_consolidation,347.72,11.07
debt_consolidation,410.94,17.63
debt_consolidation,208.63,14.84
debt_consolidation,149.09,15.3
small_business,519.03,7.38
debt_consolidation,196.83,13.17
debt_consolidation,829.97,5.9
all_other,316.11,2.02
small_business,551.61,20.74
all_other,51.72,6.44
debt_consolidation,329.69,19.12
home_improvement,166.5,12.76
all_other,317.72,9.38
debt_consolidation,844.28,19.88
credit_card,267.74,10.59
all_other,33.47,1.25
debt_consolidation,190.63,2.86
home_improvement,110.64,8.56
credit_card,285.95,7.58
all_other,31.06,0.97
debt_consolidation,252.89,22.17
all_other,426.45,14.06
home_improvement,222.99,16.38
debt_consolidation,355.85,13.08
debt_consolidation,527.36,18.91
all_other,494.4,5.8
debt_consolidation,441.6,22.53
all_other,71.44,18.59
all_other,158.86,14.95
home_improvement,824.22,7.22
debt_consolidation,799.2,9.13
debt_consolidation,795.22,1.88
debt_consolidation,831.48,0.2
debt_consolidation,795.22,0.7
debt_consolidation,651.06,14.96
all_other,133.87,14.12
debt_consolidation,158.86,12.29
all_other,148.32,7.37
debt_consolidation,840.83,16.42
debt_consolidation,166.5,6.38
all_other,78.05,0.78
debt_consolidation,280.97,8.21
all_other,836.66,6.9
all_other,238.29,8.88
all_other,205.47,4.83
debt_consolidation,302.7,16.15
all_other,330.97,13.93
debt_consolidation,296.72,24.49
credit_card,186.36,9.51
all_other,496.95,21.52
credit_card,426.49,19.65
all_other,184.28,8
all_other,807.2,10
credit_card,818.38,10.24
debt_consolidation,816.14,15.45
debt_consolidation,656.07,8.56
home_improvement,745.52,10.89
major_purchase,803.5,4.79
major_purchase,819.29,4.48
all_other,276.94,21.05
all_other,636.86,15.38
home_improvement,667.21,10.42
debt_consolidation,828.35,16.19
debt_consolidation,196.83,6.28
debt_consolidation,494.53,24.97
small_business,110.17,1.08
home_improvement,762.08,2.2
debt_consolidation,302.7,4.43
credit_card,171.53,14.27
major_purchase,686.12,0.2
all_other,795.22,0.7
debt_consolidation,527.5,16.44
credit_card,156.1,23.1
all_other,155.3,16.43
credit_card,765.9,9.13
home_improvement,692.34,1.98
credit_card,166.19,19.14
all_other,273.17,0.9
debt_consolidation,100.9,18.35
debt_consolidation,452.6,16.34
all_other,831.48,0.2
home_improvement,659.37,0.7
all_other,238.29,6.46
debt_consolidation,795.22,19.11
credit_card,379.33,9.33
debt_consolidation,669.33,21.17
debt_consolidation,166.5,9.08
debt_consolidation,316.11,15.75
debt_consolidation,339.69,4.72
all_other,686.12,24.77
all_other,231.75,0.85
all_other,470.87,22.29
all_other,83.25,15.55
all_other,492.06,17.01
debt_consolidation,728.95,13.51
credit_card,762.08,6.91
educational,406.68,15.43
debt_consolidation,682.08,8.16
all_other,278.1,4.98
all_other,355.35,16.38
all_other,80.78,18.66
debt_consolidation,336.34,11.75
debt_consolidation,709.82,20.1
all_other,381.26,0.5
all_other,720.43,0.2
major_purchase,795.22,7.06
credit_card,31.78,0.25
all_other,571.89,0.65
all_other,134.54,7
all_other,494.4,6.4
credit_card,659.37,11.14
all_other,328.04,22.08
home_improvement,82.84,8.45
all_other,197.82,9.12
debt_consolidation,488.15,18.81
all_other,285.95,12.42
all_other,799.2,24.2
all_other,692.34,23.43
home_improvement,720.43,8.51
debt_consolidation,328.04,16.21
major_purchase,83.67,9.52
debt_consolidation,84.93,7.89
debt_consolidation,795.22,15.38
debt_consolidation,712.38,24.2
home_improvement,755.46,23.43
major_purchase,579.85,12.28
all_other,817.63,8.51
all_other,811.79,13.42
debt_consolidation,510.37,19.21
all_other,328.04,9.64
all_other,483.16,12.91
all_other,494.4,6.94
debt_consolidation,334.67,3.54
credit_card,695.82,22.94
home_improvement,685.75,21.77
all_other,782.98,7.88
debt_consolidation,795.22,12.63
debt_consolidation,235.44,24.76
all_other,175.79,8.88
debt_consolidation,647.7,4.11
all_other,147.26,6.17
home_improvement,689.19,23.55
debt_consolidation,712.12,22.09
all_other,814.16,8.25
major_purchase,798.53,14.33
all_other,99.41,11.12
debt_consolidation,388.71,20.7
credit_card,338.01,14.57
all_other,587.1,7
all_other,248.48,0.44
home_improvement,828.35,5.18
debt_consolidation,233.1,19.36
debt_consolidation,393.65,2.85
debt_consolidation,309.57,13.83
credit_card,429.65,12.3
debt_consolidation,344.76,10.22
debt_consolidation,554.32,24.63
debt_consolidation,329.69,16
debt_consolidation,818.38,17.34
debt_consolidation,50.45,19.8
all_other,231.75,0
all_other,247.2,1.73
all_other,268.83,2.67
debt_consolidation,504.5,16.93
small_business,864.51,6.18
debt_consolidation,262.43,8.12
home_improvement,210.21,13.61
debt_consolidation,348.16,8
home_improvement,31.06,0.96
home_improvement,166.5,3.32
educational,32.81,9.5
debt_consolidation,439.03,15.54
small_business,529.94,0.78
debt_consolidation,605.4,21.09
all_other,50.71,4.8
debt_consolidation,174.08,9.45
debt_consolidation,341.04,12.83
all_other,836.66,0.02
all_other,317.72,17.43
debt_consolidation,571.89,12.29
debt_consolidation,612.38,9.9
all_other,828.35,11.4
debt_consolidation,532.8,19.71
debt_consolidation,716.95,11.39
home_improvement,333,10.07
small_business,883.23,10.52
debt_consolidation,504.3,22.19
debt_consolidation,133.2,16.65
debt_consolidation,304.88,16.35
debt_consolidation,211.17,15.39
all_other,377.37,10.21
all_other,795.22,3.33
debt_consolidation,301.83,15.81
all_other,114.82,15.49
debt_consolidation,177.93,21.54
all_other,262.43,0.31
debt_consolidation,870.39,16.36
all_other,186.36,13.66
small_business,550.81,9.96
all_other,116.55,3.44
small_business,527.36,12.65
all_other,342.38,9.6
all_other,312.19,1.14
all_other,217.42,9.18
all_other,312.19,22.37
educational,263.75,19.69
major_purchase,252.89,1.82
debt_consolidation,576.95,1.55
debt_consolidation,271.75,24.99
small_business,140.63,12.74
debt_consolidation,828.35,22.22
debt_consolidation,57.99,22.44
all_other,262.43,13.52
debt_consolidation,304.21,15.57
credit_card,832.5,18.3
major_purchase,31.06,3.31
debt_consolidation,807.53,14.77
debt_consolidation,223.92,8.94
debt_consolidation,840.83,18.81
debt_consolidation,189.67,6.43
debt_consolidation,499.5,17.85
all_other,317.72,0.61
major_purchase,34.31,3.55
credit_card,208.9,8.76
debt_consolidation,860.34,15
debt_consolidation,334.67,21.29
educational,190.63,19.26
all_other,317.72,12.83
all_other,99.41,4.17
debt_consolidation,194.31,16.33
all_other,266.89,13.9
credit_card,676.02,9.32
debt_consolidation,514.59,24.95
debt_consolidation,331.34,16.94
all_other,352.98,8.49
all_other,82.84,7.2
all_other,246.84,18.87
debt_consolidation,428.59,6
credit_card,669.33,20.13
credit_card,682.74,4.62
credit_card,150.59,19.94
debt_consolidation,281.64,13.63
debt_consolidation,258.9,9.32
debt_consolidation,323.85,2.71
major_purchase,196.83,0.52
debt_consolidation,265.08,21.98
all_other,115.97,4.33
small_business,170.41,23.86
debt_consolidation,202.93,18
all_other,147.62,17
debt_consolidation,777.24,7.59
credit_card,316.11,9.98
debt_consolidation,460.69,10.96
credit_card,189.67,8.21
major_purchase,140.49,16.02
credit_card,316.42,10.86
debt_consolidation,358.48,22.35
debt_consolidation,689.51,9.41
major_purchase,872.88,7.09
home_improvement,509.53,8.88
all_other,126.45,7.67
all_other,165.67,17.64
all_other,170.41,19.98
debt_consolidation,807.53,18.67
all_other,156.1,0.6
all_other,274.45,22.46
debt_consolidation,553.87,10.77
all_other,49.71,1.5
educational,334.67,12.2
home_improvement,492.06,24.87
small_business,349.87,5.41
credit_card,426.45,10.43
debt_consolidation,692.34,15.63
major_purchase,99.9,1.67
all_other,263.75,15.1
debt_consolidation,373.33,19.99
debt_consolidation,504.5,21.98
all_other,702.8,6.65
major_purchase,297.38,20.65
debt_consolidation,840.15,20.16
all_other,758.28,11.04
all_other,94.84,0.16
home_improvement,131.22,5.86
credit_card,267.74,7.81
all_other,170.69,15.68
debt_consolidation,390.64,12.1
home_improvement,66.94,24.35
credit_card,692.93,20.76
major_purchase,492.06,9.35
all_other,98.45,22.31
debt_consolidation,269.48,10.56
home_improvement,874.66,13.65
debt_consolidation,215.38,22.25
home_improvement,573.5,17.49
debt_consolidation,296.72,16.7
credit_card,719.28,12.88
debt_consolidation,379.33,18.8
all_other,190.63,15.08
debt_consolidation,206.86,16.67
debt_consolidation,409.65,18.75
debt_consolidation,514.59,8.94
debt_consolidation,137.91,4.92
debt_consolidation,686.12,11.23
debt_consolidation,221.28,13.86
small_business,529.94,11.25
all_other,96.54,3.14
home_improvement,168.17,16.04
debt_consolidation,111.5,22.41
debt_consolidation,904.88,16.37
debt_consolidation,403.6,19.32
debt_consolidation,199.8,12.69
debt_consolidation,485.5,15.52
major_purchase,254.18,21.41
debt_consolidation,295.24,12.1
debt_consolidation,870.39,8.39
all_other,662.68,2.73
debt_consolidation,53.02,12.26
debt_consolidation,254.18,3.62
home_improvement,593.44,7.84
home_improvement,828.35,14.77
debt_consolidation,343.06,3.42
all_other,336.34,15.8
debt_consolidation,107.24,5.13
debt_consolidation,158.06,9.04
major_purchase,312.19,21.4
all_other,136.55,17.77
debt_consolidation,720.42,23.17
debt_consolidation,331.34,10.78
all_other,99.9,21.11
all_other,164.02,11.07
small_business,417.79,14.3
debt_consolidation,158.06,8.02
small_business,185.89,0.57
all_other,247.2,7.92
debt_consolidation,334.67,10.81
all_other,86.97,15.46
home_improvement,870.39,1.35
debt_consolidation,662.68,13.87
debt_consolidation,331.34,13.84
all_other,274.45,12.21
educational,218.54,7.43
all_other,231.75,4.26
debt_consolidation,351.58,21.01
debt_consolidation,368.13,18.89
debt_consolidation,494.53,12.19
educational,397.61,22.57
debt_consolidation,372.44,22.45
all_other,662.68,7.42
credit_card,284.47,21.97
all_other,519.7,14.14
debt_consolidation,669.33,2.71
all_other,217.42,21.96
debt_consolidation,109.86,23.53
all_other,114.38,16.56
all_other,413.71,16.44
credit_card,317.72,15.35
major_purchase,312.19,9.02
all_other,156.1,4.71
all_other,845.02,0
small_business,355.02,6.89
debt_consolidation,796.84,8.37
debt_consolidation,543.5,14.37
credit_card,190.63,5.47
debt_consolidation,120.67,5.24
small_business,153.62,0.78
debt_consolidation,848.42,23.08
debt_consolidation,327.72,13.75
debt_consolidation,399.6,12.93
